"X" "analfabeta" "sin_primaria" "sin_drenaje" "sin_electricidad" "sin_agua_entubada" "con_hacinamiento" "con_piso_tierra" "habitantes_5000" "salarios_minimos" "CVE_MUN" "NOM_MUN" "CVE"
"215" "017 Cuauhtémoc" 2.31 16.42 0.98 0.46 0.4 24.37 0.69 19.84 27.32 17 "Cuauhtémoc" "08017"
"216" "018 Cusihuiriachi" 5.64 32.48 3.8 1.97 1.82 21.28 1.35 100 47.66 18 "Cusihuiriachi" "08018"
"217" "019 Chihuahua" 1.38 8.76 0.27 0.23 1.77 19.85 1.27 1.26 20.42 19 "Chihuahua" "08019"
"218" "020 Chínipas" 13.76 40.36 19.33 60.51 35.04 47 19.2 100 78.36 20 "Chínipas" "08020"
"219" "021 Delicias" 2.69 14.05 0.5 0.31 0.35 26.12 1.05 14.4 29.76 21 "Delicias" "08021"
"220" "022 Dr. Belisario Domínguez" 7.04 44.39 3.9 1.52 1.86 11.26 2.9 100 61.23 22 "Dr. Belisario Domínguez" "08022"
"221" "023 Galeana" 5.08 25.45 3.32 2.1 3.19 34.53 2.16 100 26.32 23 "Galeana" "08023"
"222" "024 Santa Isabel" 2.95 28.36 2.46 0.56 1.57 17.73 0.64 100 42.75 24 "Santa Isabel" "08024"
"223" "025 Gómez Farías" 3.99 26.85 2.02 0.51 0.18 20.63 0.64 38.2 50.68 25 "Gómez Farías" "08025"
"224" "026 Gran Morelos" 6.31 40.34 5.67 1.78 1.82 13.91 1.35 100 58.51 26 "Gran Morelos" "08026"
"225" "027 Guachochi" 25.33 48.57 32.13 52.59 58.94 54.64 24.53 70.79 71.46 27 "Guachochi" "08027"
"226" "028 Guadalupe" 4.64 27.38 3.5 1.58 1.19 33.12 1.78 100 58.12 28 "Guadalupe" "08028"
"227" "029 Guadalupe y Calvo" 21.47 47.34 20.99 50.88 63.11 53.55 55.52 89.13 66.23 29 "Guadalupe y Calvo" "08029"
"228" "030 Guazapares" 18.82 47.57 23.36 37.54 37.63 48.64 30.44 100 62.04 30 "Guazapares" "08030"
"229" "031 Guerrero" 5.95 32.65 3.36 6.29 5.02 29.7 5.35 57.9 42.57 31 "Guerrero" "08031"
"230" "032 Hidalgo del Parral" 2.37 13.29 0.68 0.44 0.94 26.5 2.1 2.08 35.42 32 "Hidalgo del Parral" "08032"
"231" "033 Huejotitán" 9.38 42.57 11.4 5.64 13.79 21.15 4.3 100 76.92 33 "Huejotitán" "08033"
"232" "034 Ignacio Zaragoza" 3.56 29.57 3.13 0.68 0.48 18.64 0.9 100 71.77 34 "Ignacio Zaragoza" "08034"
"233" "035 Janos" 6.09 28.08 4.7 2.13 0.95 29.31 2.81 100 48.65 35 "Janos" "08035"
"234" "036 Jiménez" 4.52 19.76 2.92 0.7 1.2 32.17 3.3 16.92 42.53 36 "Jiménez" "08036"
"235" "037 Juárez" 1.91 11.56 0.23 0.19 1.47 31.99 2 0.84 41.98 37 "Juárez" "08037"
"236" "038 Julimes" 4.06 32.98 3.38 1.03 1.42 23.69 1.62 100 39.09 38 "Julimes" "08038"
"237" "039 López" 4.58 26.3 2.48 0.55 0.42 22.15 1.09 100 54.63 39 "López" "08039"
"238" "040 Madera" 5.84 29.01 2.61 3.66 3.32 30.88 4.62 47.83 50.15 40 "Madera" "08040"
"239" "041 Maguarichi" 19.86 48.46 20.72 16.11 18.7 55.79 8.33 100 80.49 41 "Maguarichi" "08041"
"240" "042 Manuel Benavides" 6.26 43.36 6.53 7.04 89.01 17 2.64 100 58.5 42 "Manuel Benavides" "08042"
"241" "043 Matachí" 4.47 33.23 2.6 1.53 1.3 21.93 1.53 100 52.99 43 "Matachí" "08043"
"242" "044 Matamoros" 4.38 24.86 5.85 1.14 3.88 26.77 1.53 100 41.02 44 "Matamoros" "08044"
"243" "045 Meoqui" 3.97 22.46 1.36 0.48 0.74 28.52 1.25 28.64 35.59 45 "Meoqui" "08045"
"244" "046 Morelos" 21.42 47.2 24.61 64.07 62 48.66 22.08 100 74.81 46 "Morelos" "08046"
"245" "047 Moris" 12.09 43.2 15.72 26.93 11.03 38.09 9.76 100 62.75 47 "Moris" "08047"
"246" "048 Namiquipa" 3.52 30.43 3.23 0.58 0.33 19.45 0.97 100 39.13 48 "Namiquipa" "08048"
"247" "049 Nonoava" 15.56 42.7 19.45 25.64 10.23 31 8.88 100 68.85 49 "Nonoava" "08049"
"248" "050 Nuevo Casas Grandes" 2.16 15.1 0.64 0.32 0.27 25.35 0.7 6.38 38.38 50 "Nuevo Casas Grandes" "08050"
"249" "051 Ocampo" 8.95 37.43 4.35 27.95 17.5 47.79 7.35 100 53.77 51 "Ocampo" "08051"
"250" "052 Ojinaga" 3.51 23.22 0.92 1.62 1.91 23.07 1.41 13.53 31.11 52 "Ojinaga" "08052"
"251" "053 Praxedis G. Guerrero" 4.75 31.38 3.85 0.44 0.25 31.02 1.72 100 54.69 53 "Praxedis G. Guerrero" "08053"
"252" "054 Riva Palacio" 1.8 12.89 2.02 0.51 0.48 28.31 0.78 100 36.32 54 "Riva Palacio" "08054"
"253" "055 Rosales" 4.06 24.96 2.24 1.3 0.98 29.56 0.95 66.82 40.77 55 "Rosales" "08055"
"254" "056 Rosario" 9.85 45.88 10.72 1.97 4.4 17.94 3.28 100 79.2 56 "Rosario" "08056"
"255" "057 San Francisco de Borja" 8.74 40 9.46 4.51 2.72 15.82 3.72 100 62.74 57 "San Francisco de Borja" "08057"
"256" "058 San Francisco de Conchos" 3.76 22.87 1.21 0.94 2.79 26.18 1.48 100 34.3 58 "San Francisco de Conchos" "08058"
"257" "059 San Francisco del Oro" 3.99 18.9 4.03 1.47 2.58 23.95 1.24 100 33.43 59 "San Francisco del Oro" "08059"
"258" "060 Santa Bárbara" 3.76 17.23 2.71 0.52 2.98 25.35 1.49 15.94 34.48 60 "Santa Bárbara" "08060"
"259" "061 Satevó" 5.11 37.44 4.97 1.76 0.88 19.4 2.2 100 54.59 61 "Satevó" "08061"
"260" "062 Saucillo" 3.75 22.06 1.78 0.38 0.53 27.76 0.93 65.96 30.8 62 "Saucillo" "08062"
"261" "063 Temósachic" 8.93 42.33 2.44 15.7 9.56 29.66 4.13 100 62.53 63 "Temósachic" "08063"
"262" "064 El Tule" 10.98 42.67 15.46 3.42 6.37 20.29 6.05 100 68.09 64 "El Tule" "08064"
"263" "065 Urique" 29.78 52 33.62 39.79 28.23 51.78 14.68 100 56.74 65 "Urique" "08065"
"264" "066 Uruachi" 20.95 49.83 18.99 46.98 34.89 48.63 12.97 100 82.21 66 "Uruachi" "08066"
"265" "067 Valle de Zaragoza" 4.86 34.95 8 2.47 3.01 24.93 1.06 100 50.53 67 "Valle de Zaragoza" "08067"
"266" "002 Azcapotzalco" 1.63 7.19 0.03 0.01 0.17 23.39 0.6 0 24.34 2 "Azcapotzalco" "09002"
"267" "003 Coyoacán" 1.55 6.48 0.09 0.02 0.06 18 0.85 0 20.23 3 "Coyoacán" "09003"
"268" "004 Cuajimalpa de Morelos" 2.37 9.64 0.13 0.08 1.67 29.51 1.53 1.54 24.21 4 "Cuajimalpa de Morelos" "09004"
"269" "005 Gustavo A. Madero" 2.17 9.15 0.06 0.04 0.29 27.79 0.96 0 31.76 5 "Gustavo A. Madero" "09005"
"270" "006 Iztacalco" 1.79 8.19 0.03 0.02 0.04 25.31 0.75 0 26.09 6 "Iztacalco" "09006"
"271" "007 Iztapalapa" 2.8 10.89 0.08 0.07 0.73 33.09 1.2 0 36.04 7 "Iztapalapa" "09007"
"272" "008 La Magdalena Contreras" 2.65 11.13 0.1 0.09 3.57 30.83 1.36 0.27 26.99 8 "La Magdalena Contreras" "09008"
"273" "009 Milpa Alta" 4.06 12.7 0.68 0.42 10.71 42.98 4.22 21.61 52.39 9 "Milpa Alta" "09009"
"274" "010 Álvaro Obregón" 2.19 9.43 0.04 0.04 0.76 26.94 1.18 0.05 23.64 10 "Álvaro Obregón" "09010"
"275" "011 Tláhuac" 2.46 9.65 0.13 0.16 1.6 33.11 1.49 2.27 38.29 11 "Tláhuac" "09011"
"276" "012 Tlalpan" 2.25 9.46 0.13 0.23 11.37 26.07 1.46 1.78 25.6 12 "Tlalpan" "09012"
"277" "013 Xochimilco" 2.73 9.92 0.19 0.31 6.69 32.8 2.38 1.72 32.72 13 "Xochimilco" "09013"
"278" "014 Benito Juárez" 0.56 3.06 0.02 0.01 0.04 8.19 0.26 0 17.07 14 "Benito Juárez" "09014"
"279" "015 Cuauhtémoc" 1.44 6.45 0.05 0.05 0.08 19.42 0.33 0 26.07 15 "Cuauhtémoc" "09015"
"280" "016 Miguel Hidalgo" 1.21 6.02 0.02 0.02 0.03 17.06 0.52 0 20.63 16 "Miguel Hidalgo" "09016"
"281" "017 Venustiano Carranza" 1.58 7.41 0.04 0.03 0.03 26.63 0.42 0 28.64 17 "Venustiano Carranza" "09017"
"282" "001 Canatlán" 3.5 22.43 10.85 1.85 3.27 27.95 5.93 63.39 61.79 1 "Canatlán" "10001"
"283" "002 Canelas" 13.95 42.91 19.77 44.19 30.43 44.93 22.74 100 79.37 2 "Canelas" "10002"
"284" "003 Coneto de Comonfort" 4.86 32.45 25.48 1.95 3.25 37.55 5.1 100 76.3 3 "Coneto de Comonfort" "10003"
"285" "004 Cuencamé" 4.11 24.76 10.12 1.48 4.68 37.57 4.82 70.75 51.48 4 "Cuencamé" "10004"
"286" "005 Durango" 2.17 12.48 1.63 0.61 1.39 27.22 4.37 10.92 33.18 5 "Durango" "10005"
"287" "006 General Simón Bolívar" 6.36 36.29 16.25 1.23 8.91 40.23 4.35 100 68.06 6 "General Simón Bolívar" "10006"
"288" "007 Gómez Palacio" 2.43 13.14 1.75 0.22 0.13 31.65 4.57 21.54 31.48 7 "Gómez Palacio" "10007"
"289" "008 Guadalupe Victoria" 3.33 22.22 4.59 0.48 2.72 26.96 4.58 51.53 51.45 8 "Guadalupe Victoria" "10008"
"290" "009 Guanaceví" 11.11 41.36 9.98 11.91 24.62 41.99 11.73 100 53.83 9 "Guanaceví" "10009"
"291" "010 Hidalgo" 4.1 27.48 7.56 2.6 8.13 27.49 2.75 100 67.21 10 "Hidalgo" "10010"
"292" "011 Indé" 4.74 34.69 7.58 1.76 1.56 26.35 4.34 100 66.36 11 "Indé" "10011"
"293" "012 Lerdo" 3.09 16.06 3.54 0.56 0.4 35.72 3.49 33.17 32.76 12 "Lerdo" "10012"
"294" "013 Mapimí" 6.18 27.69 6.04 1.27 4.72 43.46 5.17 41.23 57.73 13 "Mapimí" "10013"
"295" "014 Mezquital" 28.65 49.46 38.33 65.8 68.05 67.06 45.69 100 70.35 14 "Mezquital" "10014"
"296" "015 Nazas" 5.57 29.62 10 1.85 0.73 35.43 5.8 100 57.24 15 "Nazas" "10015"
"297" "016 Nombre de Dios" 4.37 27.56 8.83 1.36 1.99 33.01 7.72 71.32 57.42 16 "Nombre de Dios" "10016"
"298" "017 Ocampo" 5.49 26.31 6.77 7.17 7.6 24.61 4.93 100 71.35 17 "Ocampo" "10017"
"299" "018 El Oro" 3.84 27.01 8.04 1.72 6.26 23.6 4.01 48.07 55.81 18 "El Oro" "10018"
"300" "019 Otáez" 8.71 36.41 32.99 32.98 28.69 58 28.26 100 83.84 19 "Otáez" "10019"
"301" "020 Pánuco de Coronado" 4.3 28.02 7.03 1.04 2.75 30.92 4.51 100 56.01 20 "Pánuco de Coronado" "10020"
"302" "021 Peñón Blanco" 5.24 26.92 9.23 2.56 17.88 35.87 6.05 49.67 60.29 21 "Peñón Blanco" "10021"
"303" "022 Poanas" 4.6 27.45 5.33 1.15 0.32 31.51 4.52 56.85 61.68 22 "Poanas" "10022"
"304" "023 Pueblo Nuevo" 6.64 24.53 16.8 22.01 21.29 54.16 20.71 50.69 51.29 23 "Pueblo Nuevo" "10023"
"305" "024 Rodeo" 4.02 25.29 8.56 2.58 1.61 36.37 2.88 100 63.39 24 "Rodeo" "10024"
"306" "025 San Bernardo" 6.68 39.25 24.04 7.11 21.79 23.19 5.78 100 78.2 25 "San Bernardo" "10025"
"307" "026 San Dimas" 5.61 30.08 15.19 23.48 16.68 46.41 15.95 73.98 55.17 26 "San Dimas" "10026"
"308" "027 San Juan de Guadalupe" 8.14 37.5 6.34 3.32 19.88 37.35 3.56 100 81.54 27 "San Juan de Guadalupe" "10027"
"309" "028 San Juan del Río" 5.02 30.24 9.93 1.4 3.14 33.96 7.23 100 61.2 28 "San Juan del Río" "10028"
"310" "029 San Luis del Cordero" 6.05 32.51 5.91 2.03 0.83 33.09 0.79 100 70.38 29 "San Luis del Cordero" "10029"
"311" "030 San Pedro del Gallo" 4.22 31.62 8.04 2.29 3.9 27.65 1.82 100 76.53 30 "San Pedro del Gallo" "10030"
"312" "031 Santa Clara" 4.4 30.98 9.69 1.1 0.54 35.09 12.58 100 80.38 31 "Santa Clara" "10031"
"313" "032 Santiago Papasquiaro" 4.68 25.99 10.02 8.75 11.24 33.22 9.64 41.91 49.89 32 "Santiago Papasquiaro" "10032"
"314" "033 Súchil" 8.67 32.6 13.61 9.85 4.53 34.92 12.68 100 66.04 33 "Súchil" "10033"
"315" "034 Tamazula" 10.85 36.11 33.46 21.02 64.39 59.38 34.25 100 72.72 34 "Tamazula" "10034"
"316" "035 Tepehuanes" 7.87 37.32 21.53 15.9 21.5 29.92 11.14 100 51.86 35 "Tepehuanes" "10035"
"317" "036 Tlahualilo" 4.9 24.94 5.41 1.06 2.46 35.03 7.54 57.22 52.82 36 "Tlahualilo" "10036"
"318" "037 Topia" 7.73 35.47 19.88 38.74 24.83 46.98 24.36 100 45.57 37 "Topia" "10037"
"319" "038 Vicente Guerrero" 3.83 21.58 2.35 1.02 0.73 30.19 5.61 24.32 61.31 38 "Vicente Guerrero" "10038"
"320" "039 Nuevo Ideal" 3.91 30.05 5.75 0.89 6.41 33.55 3.33 58.32 57.25 39 "Nuevo Ideal" "10039"
"321" "001 Abasolo" 11.81 34.48 12.35 1.63 4.31 45.16 3.57 67.52 67.07 1 "Abasolo" "11001"
"322" "002 Acámbaro" 10.87 28.65 4.34 1.18 2.4 31.91 2.32 41.37 56.1 2 "Acámbaro" "11002"
"323" "003 San Miguel de Allende" 12 29.23 18.84 3.67 9.78 42.26 6.19 56.47 42.77 3 "San Miguel de Allende" "11003"
"324" "004 Apaseo el Alto" 11.49 31.21 10.06 2.2 2.19 42.04 4.57 56.56 52.68 4 "Apaseo el Alto" "11004"
"325" "005 Apaseo el Grande" 10.29 26.31 5.81 1.55 6.29 41.6 3.86 63.36 48.72 5 "Apaseo el Grande" "11005"
"326" "006 Atarjea" 19.95 40.75 27.7 10.32 47.81 44.19 7.04 100 66.42 6 "Atarjea" "11006"
"327" "007 Celaya" 5.45 16.49 1.2 0.98 2.66 29.53 5.97 20.25 33.47 7 "Celaya" "11007"
"328" "008 Manuel Doblado" 13.24 37.76 14.68 3 3.74 39.58 3.16 62.43 62.01 8 "Manuel Doblado" "11008"
"329" "009 Comonfort" 12.5 30.37 16.92 3.21 12.32 47.9 10.52 52.35 51.56 9 "Comonfort" "11009"
"330" "010 Coroneo" 12.44 34.69 10.67 2.6 1.84 36.53 2.44 100 64.21 10 "Coroneo" "11010"
"331" "011 Cortazar" 7.9 23.85 3.74 0.95 2.14 36.43 7.49 30.25 41.67 11 "Cortazar" "11011"
"332" "012 Cuerámaro" 11.84 31.11 6.87 2.17 1.74 38.82 4.61 48.92 63.5 12 "Cuerámaro" "11012"
"333" "013 Doctor Mora" 16.28 34 17.51 2.89 0.67 49.51 3.62 77.96 61.56 13 "Doctor Mora" "11013"
"334" "014 Dolores Hidalgo Cuna de la Independencia Nacional" 11.92 32.26 18.37 4.17 5.41 46.07 8.56 60.02 56.71 14 "Dolores Hidalgo Cuna de la Independencia Nacional" "11014"
"335" "015 Guanajuato" 5.21 16.92 6.12 1.95 10.16 33.33 2.6 31.86 28.81 15 "Guanajuato" "11015"
"336" "016 Huanímaro" 9.23 33.7 5.11 1.22 0.81 39.97 1.93 72.64 66.99 16 "Huanímaro" "11016"
"337" "017 Irapuato" 6.25 18.5 3.26 0.76 2.21 34.69 3.64 24.56 34.2 17 "Irapuato" "11017"
"338" "018 Jaral del Progreso" 9.41 25.99 3.23 1.09 0.36 36.88 2.91 44.08 54.75 18 "Jaral del Progreso" "11018"
"339" "019 Jerécuaro" 17.48 39.89 25.74 3.22 11.84 41.12 2.64 84.76 79.51 19 "Jerécuaro" "11019"
"340" "020 León" 5.11 17.83 1.05 0.79 7.1 31.8 2.84 8.22 26.01 20 "León" "11020"
"341" "021 Moroleón" 7.42 25.82 2.06 0.3 1.05 25.22 1.55 12.49 39.55 21 "Moroleón" "11021"
"342" "022 Ocampo" 13.44 39.08 15.79 5.53 7.48 43.04 3.43 71.35 67.74 22 "Ocampo" "11022"
"343" "023 Pénjamo" 11.54 34.23 13.3 2.09 5.7 39.48 4.14 66.57 57.41 23 "Pénjamo" "11023"
"344" "024 Pueblo Nuevo" 13.09 34.7 7.49 1.07 1.03 36.32 1.82 100 61.58 24 "Pueblo Nuevo" "11024"
"345" "025 Purísima del Rincón" 7.02 28.16 1.95 1.18 1.29 47.11 2.63 36.75 28.85 25 "Purísima del Rincón" "11025"
"346" "026 Romita" 11.34 35.6 8.41 1.19 1.99 45.82 4.93 62.62 62.51 26 "Romita" "11026"
"347" "027 Salamanca" 7.36 19.77 3.13 0.54 2.33 29.83 2.78 29.36 37.77 27 "Salamanca" "11027"
"348" "028 Salvatierra" 11.96 32.18 4.12 1.15 2.43 34.53 4.94 45.36 59.63 28 "Salvatierra" "11028"
"349" "029 San Diego de la Unión" 14.91 38.82 31.53 3.07 3.01 46.27 6.61 80.82 70.01 29 "San Diego de la Unión" "11029"
"350" "030 San Felipe" 13.32 35.16 24.71 3.68 15.54 49.2 5.28 67.88 60.44 30 "San Felipe" "11030"
"351" "031 San Francisco del Rincón" 8.14 26.36 5.49 0.6 2.56 38.27 2.67 37.36 30.48 31 "San Francisco del Rincón" "11031"
"352" "032 San José Iturbide" 9.98 24.83 9.51 2.11 1.8 42.9 5.16 67.59 38.09 32 "San José Iturbide" "11032"
"353" "033 San Luis de la Paz" 12.83 31.22 16.08 3.56 6.86 47.47 9 51.04 54.15 33 "San Luis de la Paz" "11033"
"354" "034 Santa Catarina" 18.73 35.99 18.49 10.71 7.06 41.33 4.42 100 57.86 34 "Santa Catarina" "11034"
"355" "035 Santa Cruz de Juventino Rosas" 12.26 32.78 8.53 1.75 3.67 44.94 9.25 38.41 64.6 35 "Santa Cruz de Juventino Rosas" "11035"
"356" "036 Santiago Maravatío" 16.41 39.44 2.18 0.38 0.36 28.65 3.03 100 64.3 36 "Santiago Maravatío" "11036"
"357" "037 Silao" 8.74 25.6 6.16 1.34 9.89 46.24 3.81 53.85 44.94 37 "Silao" "11037"
"358" "038 Tarandacuao" 10.4 31.08 5.52 2.64 2.26 34.28 2.6 47.96 65.54 38 "Tarandacuao" "11038"
"359" "039 Tarimoro" 13.65 37.33 5.19 1.35 2.03 34.02 5.21 65.74 58.36 39 "Tarimoro" "11039"
"360" "040 Tierra Blanca" 16.37 35.39 36.92 9.45 9.94 58.03 10.21 100 57.87 40 "Tierra Blanca" "11040"
"361" "041 Uriangato" 7.76 29.92 1.96 0.47 1.03 32.87 1.48 13.36 40.84 41 "Uriangato" "11041"
"362" "042 Valle de Santiago" 10.27 31.76 8.92 0.94 1.77 39.05 4.14 51.75 56.87 42 "Valle de Santiago" "11042"
"363" "043 Victoria" 14.32 30.57 28.98 5.8 21.9 45.94 8.19 100 52.33 43 "Victoria" "11043"
"364" "044 Villagrán" 7.9 21.88 1.63 1.17 4.52 38.68 7.41 31.62 45.53 44 "Villagrán" "11044"
"365" "045 Xichú" 20.94 42.34 34.31 12.14 35.28 46.91 8.18 100 70.92 45 "Xichú" "11045"
"366" "046 Yuriria" 12.72 37.36 8.23 0.84 4.12 37.47 4.28 55.15 56.35 46 "Yuriria" "11046"
"367" "001 Acapulco de Juárez" 8.04 18.89 7.66 0.36 18.13 41.16 12.01 12.43 42.69 1 "Acapulco de Juárez" "12001"
"368" "002 Ahuacuotzingo" 35.55 58.54 31.5 8.1 28.68 68.34 16.92 100 86.64 2 "Ahuacuotzingo" "12002"
"369" "003 Ajuchitlán del Progreso" 22.27 44.71 30.81 8.43 78.96 61.67 29.32 83.28 68.52 3 "Ajuchitlán del Progreso" "12003"
"370" "004 Alcozauca de Guerrero" 50.06 67.27 52.85 5 60.52 66.01 20.98 100 82.38 4 "Alcozauca de Guerrero" "12004"
"371" "005 Alpoyeca" 20.15 41.73 2.86 2.96 6.63 49.17 16.76 100 65.7 5 "Alpoyeca" "12005"
"372" "006 Apaxtla" 18.84 37.1 24.04 2.26 26.43 46.95 23.82 43.2 68.49 6 "Apaxtla" "12006"
"373" "007 Arcelia" 16.75 30.84 16.82 3.29 28.68 49.81 28.05 41.94 52.02 7 "Arcelia" "12007"
"374" "008 Atenango del Río" 22.37 46.77 26.63 3.09 59.21 47.91 11.39 100 68.79 8 "Atenango del Río" "12008"
"375" "009 Atlamajalcingo del Monte" 32.23 48.45 48.84 6.38 19.82 70.31 22.27 100 88.72 9 "Atlamajalcingo del Monte" "12009"
"376" "010 Atlixtac" 41.06 58.64 32.27 9.42 34.25 66.44 24.15 100 91.6 10 "Atlixtac" "12010"
"377" "011 Atoyac de Álvarez" 12.71 30.6 14.27 3.15 16.32 53.79 33.18 65.09 66.93 11 "Atoyac de Álvarez" "12011"
"378" "012 Ayutla de los Libres" 24.7 39.18 52 10.86 19.98 70.22 16.96 75.48 78.13 12 "Ayutla de los Libres" "12012"
"379" "013 Azoyú" 23.36 39.59 28.13 5.75 39.7 57.61 15.01 100 67.63 13 "Azoyú" "12013"
"380" "014 Benito Juárez" 12.39 28.72 11.19 3.04 26.68 40.27 16.54 52.06 55.12 14 "Benito Juárez" "12014"
"381" "015 Buenavista de Cuéllar" 12.14 31.09 5.24 1.2 9.91 36.25 9.69 43.8 54.33 15 "Buenavista de Cuéllar" "12015"
"382" "016 Coahuayutla de José María Izazaga" 23.98 49.57 61.5 17.91 68.51 57.43 37.65 100 84.86 16 "Coahuayutla de José María Izazaga" "12016"
"383" "017 Cocula" 17.22 37.6 16.09 1.92 19.81 42.82 26.08 100 68.04 17 "Cocula" "12017"
"384" "018 Copala" 20.04 36.4 25.46 3.07 11.26 51.74 21.28 51.46 66.46 18 "Copala" "12018"
"385" "019 Copalillo" 36.35 57.58 37.8 6.05 84.16 69.19 37.96 52.2 78.16 19 "Copalillo" "12019"
"386" "020 Copanatoyac" 41.42 59 62.83 5.97 36.16 73.29 21.92 100 78.52 20 "Copanatoyac" "12020"
"387" "021 Coyuca de Benítez" 16.19 31.51 22.89 1.79 46.68 51.21 29.47 73.14 59.69 21 "Coyuca de Benítez" "12021"
"388" "022 Coyuca de Catalán" 21.96 42.89 27.7 15.26 69.63 47.33 23.99 83.7 68.25 22 "Coyuca de Catalán" "12022"
"389" "023 Cuajinicuilapa" 23.4 43.34 24.66 3.54 25.97 47.81 13.34 60.33 60.39 23 "Cuajinicuilapa" "12023"
"390" "024 Cualác" 21.89 44.33 15.31 4.29 32.72 59.62 11.13 100 70.3 24 "Cualác" "12024"
"391" "025 Cuautepec" 22.22 38.04 50.22 2.6 51.2 64.47 13.06 100 72.95 25 "Cuautepec" "12025"
"392" "026 Cuetzala del Progreso" 23.93 47.27 15.29 2.84 67.67 45.96 20.09 100 84.16 26 "Cuetzala del Progreso" "12026"
"393" "027 Cutzamala de Pinzón" 27.03 51.11 17.19 4.57 44.55 44.06 10.58 100 72.96 27 "Cutzamala de Pinzón" "12027"
"394" "028 Chilapa de Álvarez" 31.92 47.33 33.34 4.45 47.88 64.06 22.03 74.21 70.37 28 "Chilapa de Álvarez" "12028"
"395" "029 Chilpancingo de los Bravo" 7.91 18.28 3.6 1.34 20.27 43.69 17.94 13.43 35.68 29 "Chilpancingo de los Bravo" "12029"
"396" "030 Florencio Villarreal" 19.01 33.64 26.66 1.23 34.17 55.63 11.73 41.6 70.29 30 "Florencio Villarreal" "12030"
"397" "031 General Canuto A. Neri" 20.03 40.95 28.95 4.42 71.48 43.26 20.99 100 74.54 31 "General Canuto A. Neri" "12031"
"398" "032 General Heliodoro Castillo" 17.83 42.53 32.31 25.99 42.81 71.01 31.57 81.28 85.28 32 "General Heliodoro Castillo" "12032"
"399" "033 Huamuxtitlán" 20.7 38.35 4.53 1.31 7.35 45.92 15.77 57.88 69.89 33 "Huamuxtitlán" "12033"
"400" "034 Huitzuco de los Figueroa" 17.2 37.9 17.38 2.21 54.71 41.57 22.82 53.23 52.31 34 "Huitzuco de los Figueroa" "12034"
"401" "035 Iguala de la Independencia" 7.68 19.86 2.6 1.27 26.01 38.37 15.28 15.6 41.12 35 "Iguala de la Independencia" "12035"
"402" "036 Igualapa" 22.04 39.6 40.62 6.07 22.8 62 13.14 100 74.93 36 "Igualapa" "12036"
"403" "037 Ixcateopan de Cuauhtémoc" 14.74 37.26 21.16 1.31 35.89 45.75 24.74 100 66.87 37 "Ixcateopan de Cuauhtémoc" "12037"
"404" "038 Zihuatanejo de Azueta" 7.74 20.65 4.38 1.16 15.77 41.48 13.86 22.22 34.86 38 "Zihuatanejo de Azueta" "12038"
"405" "039 Juan R. Escudero" 16.13 34.58 9.47 1.54 25.3 52.11 18.37 52.64 67.95 39 "Juan R. Escudero" "12039"
"406" "040 Leonardo Bravo" 19.24 39.36 11.88 2.67 4.48 64.28 28.15 56.76 82.35 40 "Leonardo Bravo" "12040"
"407" "041 Malinaltepec" 24.04 37.21 48.65 14.05 58.9 67.19 24.99 100 79.28 41 "Malinaltepec" "12041"
"408" "042 Mártir de Cuilapan" 35.72 55.71 16.46 2.77 38.51 64.82 32.96 100 78.28 42 "Mártir de Cuilapan" "12042"
"409" "043 Metlatónoc" 52.5 68.55 58.31 11.12 18.97 72.09 39.67 100 93.08 43 "Metlatónoc" "12043"
"410" "044 Mochitlán" 17.95 35.72 10.04 4 6.16 51.97 30.33 53.68 68.35 44 "Mochitlán" "12044"
"411" "045 Olinalá" 29.6 46.52 42.58 4.04 75.84 63.41 20.51 76.57 67.81 45 "Olinalá" "12045"
"412" "046 Ometepec" 22.62 36.54 27.17 6.73 44.06 59.18 21.63 60.66 67.43 46 "Ometepec" "12046"
"413" "047 Pedro Ascencio Alquisiras" 23.55 49.01 55.85 21.4 64.55 54.36 30.43 100 94.78 47 "Pedro Ascencio Alquisiras" "12047"
"414" "048 Petatlán" 13.68 31.78 17.35 3.77 11.17 50.24 20.78 36.66 46.28 48 "Petatlán" "12048"
"415" "049 Pilcaya" 10.2 34.65 11.8 2.2 24.06 43.05 12.05 54.4 68.08 49 "Pilcaya" "12049"
"416" "050 Pungarabato" 11.95 26.49 4.25 0.38 18.47 50.68 12.12 32.04 42.01 50 "Pungarabato" "12050"
"417" "051 Quechultenango" 29.24 47.73 25.74 3.86 20.86 64.41 20.19 83.53 74.22 51 "Quechultenango" "12051"
"418" "052 San Luis Acatlán" 26.5 42.03 55.01 17.42 33.8 71.98 33.54 80.46 74.84 52 "San Luis Acatlán" "12052"
"419" "053 San Marcos" 20.39 38.52 39.13 2.17 51.66 54.21 14.8 72.61 68.64 53 "San Marcos" "12053"
"420" "054 San Miguel Totolapan" 20 43.01 53.19 30.05 66.4 66.91 35.3 100 84.32 54 "San Miguel Totolapan" "12054"
"421" "055 Taxco de Alarcón" 11.64 26.07 8.73 1 23.76 46.33 15.76 38.73 54.31 55 "Taxco de Alarcón" "12055"
"422" "056 Tecoanapa" 19.29 34.02 48.48 4.79 13.25 67.08 8.22 100 73.94 56 "Tecoanapa" "12056"
"423" "057 Técpan de Galeana" 16 34.1 17.88 3.09 20.77 46.88 22.71 56.23 56.07 57 "Técpan de Galeana" "12057"
